name,symbol,website,github,careers
BelugaPay,BBI,https://belugapay.com/,,
Ethbits,ETBS,https://www.ethbits.com/,,
TokenStars,TEAM,https://tokenstars.com/team,https://github.com/alerdenisov,http://www.newsbtc.com/2017/07/24/tokenstars-announces-new-ico-tokenize-celebrities-careers/
LiteDoge,LDOGE,http://www.ldoge.tech/,https://bitbucket.org/ctgiant/litedoge/src/,
Zero,ZER,https://zerocurrency.io/,https://github.com/zerocurrencycoin,
TrezarCoin,TZC,http://trezarcoin.com/,https://github.com/TrezarCoin/TrezarCoin/wiki/Raspberry-Pi---Build-Guide,
IntenseCoin,ITNS,https://intensecoin.com/,https://github.com/valiant1x/intensecoin,
Yocoin,YOC,http://www.yocoin.org/,https://github.com/yocoin15,
DigiPulse,DGPT,https://www.digipulse.io/,https://github.com/digipulseio,
FLiK,FLIK,http://www.theflik.io/,,
Rupaya,RUPX,http://www.rupayacoin.org/,https://github.com/rupaya-project/rupaya,
The Cypherfunks,FUNK,http://thecypherfunks.com/,https://github.com/The-Cypherfunks/The-Cypherfunks,
ChainCoin,CHC,http://www.chaincoin.org/,https://github.com/chaincoin,
Capricoin,CPC,http://capricoin.org/,https://github.com/Capricoinofficial/Capricoin/,
CryCash,CRC,https://crycash.io/,https://github.com/CRYCASH/,
HireMatch,HIRE,https://hirematch.io,https://github.com/hirematchio/,
MagicCoin,MAGE,https://magiccoin.io/,,
Magnet,MAG,http://magnetwork.io/,https://github.com/magnetwork/magnet,
BoutsPro,BOUTS,https://www.bouts.pro,https://github.com/Bouts-Pro,
Ellaism,ELLA,https://ellaism.org/,https://github.com/ellaism,
DigitalPrice,DP,http://digitalprice.org/,https://github.com/DigitalPrice,
Origami,ORI,https://ori.network/,https://github.com/origamiMP,
Linx,LINX,https://mylinx.io/,https://github.com/linX-project,
United Crypto...,UCOM,https://unitedcryptocommunity.com/,https://github.com/unitedcryptocommunity/ucom/releases,
SkinCoin,SKIN,https://skincoin.org/,,
Bitdeal,BDL,https://bitdeal.co.in/,https://github.com/bitdeal/bitdeal,
Blocklancer,LNC,https://blocklancer.net,https://github.com/BlocklancerOrg,
Datarius Credit,DTRC,https://datarius.io/,,
Obsidian,ODN,https://obsidianplatform.com,https://github.com/obsidianproject,
UnbreakableCoin,UNB,http://www.unbreakablecoin.com/,https://github.com/Cryptosio/unbreakablecoin,
Qvolta,QVT,https://qvolta.com/,https://github.com/qvolta,
Earth Token,EARTH,https://earth-token.com/,,
Speed Mining ...,SMS,https://smscoin.jp/en,https://github.com/Speed-Mining/SMSCoin,
EquiTrader,EQT,http://www.equitrader.co/,https://github.com/equitrader/Equitrade,
Tidex Token,TDX,https://tidex.com/,,
eBitcoin,EBTC,https://ebitcoin.org/,https://github.com/eBTCCommunityTrustToken,
Deutsche eMark,DEM,http://deutsche-emark.de/,https://github.com/emarkproject/eMark,
MarteXcoin,MXT,http://martexcoin.org/,https://github.com/martexcoin/martexcoin,
Biotron,BTRN,https://biotron.io/,,
Centra,CTR,https://www.centra.tech/,https://github.com/CentraTech/smart-contract,https://centra.tech/careers/
VIVO,VIVO,https://www.vivocrypto.com/,https://github.com/vivocoin/vivo/,
onG.social,ONG,https://onename.social/,https://github.com/onGsocial/,
Innova,INN,http://innovacoin.info/,https://github.com/innovacoin/innova,
Bitzeny,ZNY,http://bitzeny.org/,https://github.com/bitzeny/bitzeny,
808Coin,808,http://808bass.space/,https://github.com/maxxine/808,
Bytecent,BYC,http://bytecent.com,,
Soma,SCT,https://soma.co/,https://github.com/soma-mvp,
Digitalcoin,DGC,http://digitalcoin.co,https://github.com/lomtax/digitalcoin,
42-coin,42,http://42-coin.org/,https://github.com/42-coin/42,
Wild Crypto,WILD,https://wildcrypto.com/,,
I0Coin,I0C,http://izerocoin.org,https://github.com/domob1812/i0coin,
Canada eCoin,CDN,http://www.canadaecoin.ca/,https://github.com/Canada-eCoin/,
DraftCoin,DFT,http://btcdraft.com/,https://github.com/btcdraft/draftcoin/releases/latest,
Machinecoin,MAC,https://machinecoin.io/,https://github.com/machinecoin-project/machinecoin-core,
Tigereum,TIG,https://www.tigereum.io/,https://github.com/tigertoken/tigereum,
BitWhite,BTW,https://bitwhite.org/,https://github.com/BTWhite/BTWChain,
Onix,ONX,http://www.onixcoin.com/,https://github.com/onix-project,
Unitus,UIS,http://unitus.online,https://github.com/unitusdev/unitus,
Jesus Coin,JC,https://jesuscoin.network/,https://github.com/jesusico/jesuscoin,
Megacoin,MEC,https://www.megacoin.eu/,https://github.com/LIMXTEC/Megacoin,
Fantasy Cash,FANS,https://www.fantasycash.io/,https://github.com/FootyCash/,
Shekel,JEW,https://shekel.io/,https://github.com/shekeltechnologies,
FundYourselfNow,FYN,https://www.fundyourselfnow.com/,https://github.com/PinnacleOne/FYNTokens,
APR Coin,APR,https://www.apr-coin.com/,https://github.com/APRCoin,
WeAreSatoshi,WSX,https://wearesatoshi.net/,https://github.com/WeAreSatoshi,
PlatinumBAR,XPTX,http://platinumbar.io,https://github.com/xptx/PlatinumBar,
Nitro,NOX,https://www.nitro.live/,https://github.com/nitrotoken/nitro-crowdsale,
Advanced Tech...,ARC,https://arcticcoin.org/,https://github.com/ArcticCore/arcticcoin,
bitJob,STU,https://bitjob.io/,https://github.com/bitjobteam,
IncaKoin,NKA,http://incakoin.info/,https://github.com/madross/incakoin-new/,
Chronologic,DAY,https://chronologic.network/,https://github.com/chronologic,
PetroDollar,XPD,,,
Cryptonite,XCN,http://cryptonite.info,https://github.com/pallas1/Cryptonite/,
Legends Room,LGD,http://www.mre.live/,,
Kolion,KLN,http://kolionovo.org/,,
Equal,EQL,http://www.equaltoken.io,,
Miners' Rewar...,MRT,http://wavescommunity.com/miners-reward-token/,,
Zetacoin,ZET,http://www.zetac.org/,https://github.com/zetacoin/zetacoin,
Masternodecoin,MTNC,http://www.masternodecoin.org/,https://github.com/masternodecoin/masternodecoin,
ProCurrency,PROC,https://www.procommerce.io/,https://github.com/procommerce-io,
PopularCoin,POP,https://www.popularcoin.com/,https://github.com/Pop-Currency-Foundation/PopularCoin,
Vulcano,VULC,https://vulcanocoin.club/,https://github.com/vulcanodev/Vulcano,
UniCoin,UNIC,http://unicoins.tumblr.com/,,
Adzcoin,ADZ,https://adzcoin.org/,https://github.com/AdzCoin/adzcoin,
Dinastycoin,DCY,http://www.dinastycoin.com/,https://github.com/dinastyoffreedom/dinastycoin/releases,
RouletteToken,RLT,https://smartplay.tech/,https://github.com/Smartroulette,
Emphy,EPY,https://emphy.io/,https://forkdelta.github.io/#!/trade/EPY-ETH,
InsaneCoin,INSN,https://insane.network,https://github.com/CryptoCoderz/INSN,
Centurion,CNT,http://www.centurionlab.org/,,
Oceanlab,OCL,https://www.oceanlab.eu/,,
Bata,BTA,http://www.bata.io/,https://github.com/BTA-BATA/BATA-SOURCE,
MCAP,MCAP,https://bitcoingrowthfund.com/mcap,,
FujiCoin,FJC,http://www.fujicoin.org/,https://github.com/fujicoin/fujicoin,
SagaCoin,SAGA,https://sagacoin.net/,https://github.com/sagacrypto/SagaCoin,
Aerium,AERM,https://www.aerium.co/,https://github.com/aeriumcoin/,
Elcoin,EL,https://elcoin.space/,,
ELTCOIN,ELTCOIN,https://www.eltcoin.tech/,https://github.com/ELTCOIN,
Startcoin,START,https://startcoin.org/,https://github.com/startcoin-project,
Unify,UNIFY,http://www.unify.today/,https://github.com/SBDomains/unify-source,
Moin,MOIN,https://discovermoin.com/,https://github.com/MOIN/MOIN/releases/latest,
PiplCoin,PIPL,https://piplcoin.com/,,
DRP Utility,DRPU,https://www.dcorp.it/,,
Happycoin,HPC,http://happycointech.org/,https://github.com/happycoinmaster/Happycoin,
InflationCoin,IFLT,http://inflationcoin.org/,https://github.com/inflationcoin/inflationcoin,
Authorship,ATS,http://authorship.com/,,
Qbic,QBIC,http://qbic.io/,https://github.com/qbic-platform/qbic,
Fastcoin,FST,http://www.fastcoin.ca/,https://github.com/fastcoinproject/fastcoin/,
Numus,NMS,http://numus.cash/,https://github.com/numuscrypto/numuscore,
AdCoin,ACC,https://www.getadcoin.com/,https://github.com/adcoin-project/AdCoin,
Guncoin,GUN,http://www.guncoin.info/,https://github.com/guncoin/guncoin,
Truckcoin,TRK,http://truckcoin.net,https://github.com/noise23/Truckcoin,
Jetcoin,JET,https://jetcoin.io/,https://forkdelta.github.io/#!/trade/JET-ETH,
GreenMed,GRMD,https://www.greenmed.io/,https://github.com/GreenMed/Token,
Phoenixcoin,PXC,http://phoenixcoin.org/,https://github.com/ghostlander/Phoenixcoin,
Suretly,SUR,https://www.suretly.com/,,
Intelligent T...,ITT,http://intelligenttrading.org/,https://github.com/intelligenttrading,
ArbitrageCT,ARCT,https://arbitragect.com/,,
Minereum,MNE,https://www.minereum.com/,,
Bitsum,BSM,https://bitsum.money,https://github.com/BitsumFoundation/,
Sugar Exchange,SGR,http://sugarexchange.io/,,
Zilbercoin,ZBC,https://zilbercoin.de/,https://github.com/Zilbercoin,
TittieCoin,TTC,http://tittiecoin.com,https://github.com/tittiecoin/tittiecoin,
Elementrem,ELE,http://www.elementrem.org/,https://github.com/elementrem/,
Accelerator N...,ACC,https://accelerator.network/,https://github.com/acceleratornetwork/accelerator-token,
bitBTC,BITBTC,http://bit.ly/BitShares_BTC,,
CryptoCarbon,CCRB,https://cryptocarbon.co.uk/,,
Veros,VRS,http://vedh.io,,
Mao Zedong,MAO,,https://github.com/mao-zedongx/mao-zedong/,
StrongHands,SHND,https://www.stronghands.info/,https://github.com/stronghands/stronghands,
DROXNE,DRXNE,http://droxne.net/,https://github.com/droxdev/Drox,
Ethereum Cash,ECASH,https://www.ethereumcash.technology/,,
Octoin Coin,OCC,https://occwallet.com,https://github.com/OctoinCoin/octoin,
Halcyon,HAL,http://halcyon.top/,https://github.com/ghostlander/Halcyon,
Cabbage,CAB,http://www.cabbage.tech,,
BriaCoin,BRIA,https://briacoin.com,,
Litecoin Plus,LCP,http://litecoinplus.co,https://github.com/Crypto-Currency/litecoinplus,
Escroco,ESC,https://escroco.co/,,
Bitradio,BRO,http://www.bitrad.io/,https://github.com/thebitradio/Bitradio,
WCOIN,WIN,https://www.wawllet.com/,,
SpeedCash,SCS,http://www.scash.ml/,https://github.com/scashml/,
Tattoocoin (S...,TSE,http://tattoocoin.net/,,
Bitair,BTCA,https://www.bitair.io/,https://gist.github.com/BitAir/,
Digital Money...,DMB,https://dmb-currency.com/,https://github.com/DMBcryptocurrency/DMB-project,
BlazeCoin,BLZ,http://blazeco.in/,https://github.com/wpstudio/blazecoin,
TEKcoin,TEK,http://tekcoin.org/,https://github.com/maxxine/TEK,
WavesGo,WGO,http://www.wavesgo.com/wgo.html,,
Phantomx,PNX,https://phantomx.co/,https://github.com/phantomxdev/phantomx,
Grimcoin,GRIM,http://reaper.rocks/,https://github.com/GrimReaperCoins/GRIM,
Crystal Clear ,CCT,http://crystal-clear.io/,,
Pakcoin,PAK,http://www.pakcoin.io/,https://github.com/pakcoin-project/pakcoin/,
FirstCoin,FRST,http://firstcoinproject.com/,,
DaxxCoin,DAXX,https://daxxcoin.org/,,
Bitcoin Red,BTCRED,,,
CarTaxi Token,CTX,https://cartaxi.io/,https://github.com/CarTaxiico,
