name,symbol,website,github,careers
Rupee,RUP,https://rupeeblockchain.org/,https://github.com/rupeedigitalassets/RUPEE,
e-Gulden,EFL,http://www.e-gulden.org,https://github.com/Electronic-Gulden-Foundation/,
BlitzPredict,XBP,https://www.blitzpredict.io/,https://github.com/blitzpredict/,
TeslaCoin,TES,http://tesla-coin.com/,https://github.com/TeslacoinFoundation/Teslacoin-v.3.3,
HiCoin,XHI,http://xhicoin.com/,https://github.com/hicoindev/hicoin,
Indorse Token,IND,https://indorse.io/,,
Ethorse,HORSE,https://ethorse.com/,https://github.com/ethorse,
vSlice,VSL,http://www.vslice.io/,,
XGOX,XGOX,http://xgox.rocks/,https://github.com/bumbacoin/xgox,
Live Stars,LIVE,https://livestars.io/,https://github.com/LiveStars/,
Pylon Network,PYLNT,https://pylon-network.org/,https://github.com/klenergy,
Bitswift,SWIFT,http://bitswift.io/,https://bitbucket.org/Jelurida/ardor/src,
Ace,ACE,https://tokenstars.com/en/ace,https://github.com/token-stars/ace-token,http://www.newsbtc.com/2017/07/24/tokenstars-announces-new-ico-tokenize-celebrities-careers/
Signals Network,SGN,https://signals.network/,https://github.com/signalsnetwork,
Magi,XMG,http://coinmagi.org/,https://github.com/magi-project,
HunterCoin,HUC,http://huntercoin.org/,https://github.com/chronokings/huntercoin,
Darcrus,DAR,https://darcr.us/,https://github.com/SigwoTechnologies,
KekCoin,KEK,http://kekcoin.co/,https://github.com/Kekcoin-Core,
Ergo,EFYT,http://ergoplatform.org/,,
Primalbase Token,PBT,https://primalbase.com/,,
Coinlancer,CL,https://www.coinlancer.io/,https://github.com/coinlancer,
GoldMint,MNTP,https://www.goldmint.io/,https://github.com/Goldmint,
EtherSportz,ESZ,https://ethersportz.com,https://github.com/EtherSportz,
TrustPlus,TRUST,http://trustplus.com,https://github.com/TrustPlus/,
Creativecoin,CREA,https://www.creativechain.org/,https://github.com/creativechain,
Condensate,RAIN,http://condensate.co,https://github.com/OBAViJEST/rain,
SmileyCoin,SMLY,http://tutor-web.info,https://github.com/tutor-web/,
Argentum,ARG,http://www.argentum.io/,https://github.com/argentumproject,
Hat.Exchange,HAT,https://hat.exchange/,,
